support,itemsets
0.13671131846243864,frozenset({'办公'})
0.2511446175508024,frozenset({'家居'})
0.4872415043697337,frozenset({'服装'})
0.13483187853324863,frozenset({'母婴'})
0.13114098860626974,frozenset({'汽车用品'})
0.20027918205856934,frozenset({'玩具'})
0.48417049061418943,frozenset({'电子产品'})
0.1330100728211166,frozenset({'运动户外'})
0.48464068671275184,frozenset({'食品'})
0.03135933639871367,"frozenset({'办公', '家居'})"
0.06185069282173438,"frozenset({'办公', '服装'})"
0.01669756714047393,"frozenset({'办公', '母婴'})"
0.016248371363916467,"frozenset({'汽车用品', '办公'})"
0.024909448611545378,"frozenset({'办公', '玩具'})"
0.061439008731467216,"frozenset({'电子产品', '办公'})"
0.016452252267868107,"frozenset({'办公', '运动户外'})"
0.06150337638510457,"frozenset({'办公', '食品'})"
0.11417500623898455,"frozenset({'服装', '家居'})"
0.030907173909999953,"frozenset({'母婴', '家居'})"
0.03004273843310042,"frozenset({'汽车用品', '家居'})"
0.046114973762931034,"frozenset({'玩具', '家居'})"
0.11343593935107005,"frozenset({'电子产品', '家居'})"
0.03046427823004397,"frozenset({'运动户外', '家居'})"
0.11357154143030193,"frozenset({'食品', '家居'})"
0.06097390159982453,"frozenset({'母婴', '服装'})"
0.059306764925951085,"frozenset({'汽车用品', '服装'})"
0.0908838046627826,"frozenset({'服装', '玩具'})"
0.22241074363140234,"frozenset({'电子产品', '服装'})"
0.060160378014685115,"frozenset({'服装', '运动户外'})"
0.22260026875967653,"frozenset({'服装', '食品'})"
0.0160184567274476,"frozenset({'汽车用品', '母婴'})"
0.024554754284010133,"frozenset({'母婴', '玩具'})"
0.06061094047886512,"frozenset({'电子产品', '母婴'})"
0.016246726894256824,"frozenset({'母婴', '运动户外'})"
0.06062975187841769,"frozenset({'母婴', '食品'})"
0.02387282160548684,"frozenset({'汽车用品', '玩具'})"
0.058905369882338195,"frozenset({'汽车用品', '电子产品'})"
0.015768086221766512,"frozenset({'汽车用品', '运动户外'})"
0.05898202661329696,"frozenset({'汽车用品', '食品'})"
0.09029864013470429,"frozenset({'电子产品', '玩具'})"
0.024231971556897207,"frozenset({'运动户外', '玩具'})"
0.0903162959609825,"frozenset({'食品', '玩具'})"
0.059754427345663746,"frozenset({'电子产品', '运动户外'})"
0.2212351033826963,"frozenset({'电子产品', '食品'})"
0.059823083953953964,"frozenset({'食品', '运动户外'})"
0.01318314658602543,"frozenset({'办公', '服装', '家居'})"
0.005098822626391383,"frozenset({'玩具', '办公', '家居'})"
0.013083911731090988,"frozenset({'电子产品', '办公', '家居'})"
0.013096067473034587,"frozenset({'办公', '食品', '家居'})"
0.006936295245415986,"frozenset({'母婴', '办公', '服装'})"
0.006747814577601301,"frozenset({'汽车用品', '办公', '服装'})"
0.010418437527153194,"frozenset({'办公', '服装', '玩具'})"
0.02651375098862627,"frozenset({'电子产品', '办公', '服装'})"
0.006830938074383807,"frozenset({'办公', '服装', '运动户外'})"
0.026530962363645133,"frozenset({'办公', '服装', '食品'})"
0.006899894687274094,"frozenset({'电子产品', '办公', '母婴'})"
0.006879849935476788,"frozenset({'办公', '母婴', '食品'})"
0.006693569301395955,"frozenset({'汽车用品', '办公', '电子产品'})"
0.00671171402405948,"frozenset({'汽车用品', '办公', '食品'})"
0.010338247408682489,"frozenset({'电子产品', '办公', '玩具'})"
0.010346714205173368,"frozenset({'办公', '食品', '玩具'})"
0.006780292853379308,"frozenset({'电子产品', '办公', '运动户外'})"
0.026344081720364156,"frozenset({'电子产品', '办公', '食品'})"
0.006787392962247643,"frozenset({'办公', '食品', '运动户外'})"
0.012990076958957816,"frozenset({'母婴', '服装', '家居'})"
0.012601993230562868,"frozenset({'汽车用品', '服装', '家居'})"
0.019498065637006436,"frozenset({'玩具', '服装', '家居'})"
0.04947616974571388,"frozenset({'电子产品', '服装', '家居'})"
0.012791673916777836,"frozenset({'运动户外', '服装', '家居'})"
0.04953894848609901,"frozenset({'服装', '食品', '家居'})"
0.005024988160929579,"frozenset({'玩具', '母婴', '家居'})"
0.012890875437867825,"frozenset({'电子产品', '母婴', '家居'})"
0.012884664231518217,"frozenset({'母婴', '食品', '家居'})"
0.012520369756780714,"frozenset({'汽车用品', '电子产品', '家居'})"
0.012549870209120984,"frozenset({'汽车用品', '食品', '家居'})"
0.01934508551353343,"frozenset({'玩具', '电子产品', '家居'})"
0.01935828571593653,"frozenset({'玩具', '食品', '家居'})"
0.012704517024816602,"frozenset({'运动户外', '电子产品', '家居'})"
0.04919546544158122,"frozenset({'电子产品', '食品', '家居'})"
0.012723995101258219,"frozenset({'运动户外', '食品', '家居'})"
0.006642646298354353,"frozenset({'母婴', '汽车用品', '服装'})"
0.010263979603242806,"frozenset({'母婴', '服装', '玩具'})"
0.026149534292859156,"frozenset({'母婴', '电子产品', '服装'})"
0.006742947836311268,"frozenset({'母婴', '服装', '运动户外'})"
0.02613920080107895,"frozenset({'母婴', '服装', '食品'})"
0.009974364051359898,"frozenset({'汽车用品', '服装', '玩具'})"
0.025394244933977878,"frozenset({'汽车用品', '电子产品', '服装'})"
0.0065398558333450004,"frozenset({'汽车用品', '服装', '运动户外'})"
0.025442901235596723,"frozenset({'汽车用品', '服装', '食品'})"
0.03920461224849892,"frozenset({'电子产品', '服装', '玩具'})"
0.010134510951390143,"frozenset({'运动户外', '服装', '玩具'})"
0.039179300749278154,"frozenset({'服装', '食品', '玩具'})"
0.025754272676625486,"frozenset({'电子产品', '服装', '运动户外'})"
0.09893448366208282,"frozenset({'电子产品', '服装', '食品'})"
0.025804295665866877,"frozenset({'服装', '食品', '运动户外'})"
0.006602545683478258,"frozenset({'汽车用品', '电子产品', '母婴'})"
0.006609645792346594,"frozenset({'汽车用品', '母婴', '食品'})"
0.010194922988819162,"frozenset({'电子产品', '母婴', '玩具'})"
0.010192900735589056,"frozenset({'母婴', '食品', '玩具'})"
0.006702569439398071,"frozenset({'电子产品', '母婴', '运动户外'})"
0.02596693149294956,"frozenset({'电子产品', '母婴', '食品'})"
0.006699780507745563,"frozenset({'母婴', '食品', '运动户外'})"
0.009898851782393997,"frozenset({'汽车用品', '电子产品', '玩具'})"
0.009902596284254135,"frozenset({'汽车用品', '食品', '玩具'})"
0.006494677362830674,"frozenset({'汽车用品', '电子产品', '运动户外'})"
0.025251231629996103,"frozenset({'汽车用品', '电子产品', '食品'})"
0.006502488593713993,"frozenset({'汽车用品', '食品', '运动户外'})"
0.010054709727771382,"frozenset({'运动户外', '电子产品', '玩具'})"
0.038947263858045825,"frozenset({'电子产品', '食品', '玩具'})"
0.01005153190126693,"frozenset({'运动户外', '食品', '玩具'})"
0.025612781618207035,"frozenset({'电子产品', '食品', '运动户外'})"
0.009727749158820435,"frozenset({'电子产品', '办公', '服装', '食品'})"
0.006919883882663978,"frozenset({'玩具', '电子产品', '服装', '家居'})"
